,Digit,Mean,std,Heigth,Width,h_w
4747,0,,,,,19
4748,0,,,,,19
4749,0,,,,,19
4750,0,,,,,19
4751,0,,,,,19
4752,0,,,,,14
4753,0,,,,,19
4754,0,,,,,19
4755,0,,,,,19
4756,0,,,,,19
4757,0,,,,,19
4758,0,,,,,18
4759,0,,,,,19
4760,0,,,,,19
4761,0,0.3596938775510204,0.4802169668890694,,,19
4762,0,,,,,19
4763,0,,,,,15
4764,0,,,,,19
4765,0,,,,,19
4766,0,,,,,19
4767,0,,,,,19
4768,0,,,,,19
4769,0,,,,,19
4770,0,,,,,19
4771,0,,,,,19
4772,0,,,,,19
4773,0,,,,,19
4774,0,,,,,15
4775,0,,,,,19
4776,0,,,,,19
4777,0,,,,,19
4778,0,,,,,19
4779,0,,,,,11
4780,0,,,,,19
4781,0,,,,,19
4782,0,,,,,17
4783,0,0.19260204081632654,0.39459485314839593,,,19
4784,0,,,,,19
4785,0,0.24107142857142858,0.4280066064588399,,,19
4786,0,,,,,19
4787,0,,,,,19
4788,0,,,,,15
4789,0,,,,,19
4790,0,0.2997448979591837,0.45843861414250003,,,19
4791,0,,,,,19
4792,0,,,,,18
4793,0,,,,,19
4794,0,,,,,19
4795,0,,,,,19
4796,0,,,,,19
4797,0,,,,,19
4798,0,,,,,19
4799,0,,,,,19
4800,0,,,,,13
4801,0,,,,,16
4802,0,,,,,17
4803,0,,,,,19
4804,0,,,,,19
4805,0,,,,,19
4806,0,,,,,19
4807,0,,,,,19
4808,0,,,,,19
4809,0,,,,,17
4810,0,,,,,17
4811,0,,,,,19
4812,0,0.24744897959183673,0.4318052898900046,,,19
4813,0,,,,,19
4814,0,,,,,19
4815,0,,,,,19
4816,0,0.28316326530612246,0.4508226553108872,,,19
4817,0,,,,,19
4818,0,,,,,18
4819,0,,,,,19
4820,0,,,,,19
4821,0,,,,,19
4822,0,,,,,17
4823,0,,,,,19
4824,0,,,,,19
4825,0,,,,,19
4826,0,,,,,19
4827,0,,,,,19
4828,0,,,,,19
4829,0,,,,,19
4830,0,,,,,19
4831,0,,,,,19
4832,0,0.2385204081632653,0.4264509207790474,,,19
4833,0,,,,,19
4834,0,,,,,19
4835,0,,,,,19
4836,0,,,,,19
4837,0,,,,,19
4838,0,,,,,15
4839,0,,,,,19
4840,0,,,,,16
4841,0,,,,,18
4842,0,,,,,15
4843,0,,,,,19
4844,0,,,,,19
4845,0,,,,,19
4846,0,,,,,17
4847,0,,,,,19
4848,0,0.18877551020408162,0.3915800009924703,,,19
4849,0,,,,,16
4850,0,,,,,19
4851,0,,,,,19
4852,0,,,,,19
4853,0,,,,,19
4854,0,,,,,17
4855,0,,,,,19
4856,0,,,,,19
4857,0,,,,,15
4858,0,,,,,19
4859,0,,,,,19
4860,0,,,,,19
4861,0,,,,,19
4862,0,,,,,19
4863,0,,,,,19
4864,0,,,,,19
4865,0,,,,,19
4866,0,,,,,19
4867,0,,,,,19
4868,0,,,,,19
4869,0,,,,,19
4870,0,,,,,19
4871,0,,,,,19
4872,0,,,,,19
4873,0,,,,,19
4874,0,0.2423469387755102,0.4287766339595697,,,19
4875,0,,,,,19
4876,0,,,,,17
4877,0,,,,,19
4878,0,,,,,19
4879,0,,,,,19
4880,0,,,,,19
4881,0,,,,,19
4882,0,,,,,19
4883,0,,,,,19
4884,0,,,,,19
4885,0,,,,,19
4886,0,,,,,19
4887,0,,,,,19
4888,0,0.24489795918367346,0.4303011981388305,,,18
4889,0,,,,,19
4890,0,,,,,19
4891,0,,,,,19
4892,0,,,,,17
4893,0,,,,,19
4894,0,,,,,19
4895,0,,,,,19
4896,0,,,,,19
4897,0,,,,,19
4898,0,,,,,17
4899,0,,,,,19
4900,0,,,,,19
4901,0,,,,,17
4902,0,,,,,19
4903,0,,,,,19
4904,0,,,,,17
4905,0,,,,,17
4906,0,,,,,19
4907,0,,,,,19
4908,0,0.22704081632653061,0.41918660928295814,,,19
4909,0,,,,,19
4910,0,,,,,19
4911,0,,,,,19
4912,0,,,,,16
4913,0,,,,,19
4914,0,,,,,19
4915,0,,,,,19
4916,0,,,,,19
4917,0,0.25510204081632654,0.43619683395504855,,,19
4918,0,,,,,18
4919,0,,,,,15
4920,0,,,,,19
4921,0,,,,,19
4922,0,,,,,19
4923,0,,,,,19
4924,0,,,,,15
4925,0,,,,,19
4926,0,,,,,19
4927,0,,,,,19
4928,0,,,,,19
4929,0,0.21428571428571427,0.4105878413676263,,,19
4930,0,,,,,19
4931,0,,,,,19
4932,0,,,,,19
4933,0,,,,,10
4934,0,,,,,19
4935,0,,,,,19
4936,0,,,,,19
4937,0,,,,,19
4938,0,,,,,19
4939,0,,,,,19
4940,0,,,,,19
4941,0,,,,,19
4942,0,,,,,19
4943,0,,,,,19
4944,0,,,,,19
4945,0,,,,,19
4946,0,,,,,19
4947,0,,,,,19
4948,0,,,,,17
4949,0,,,,,19
4950,0,,,,,19
4951,0,,,,,19
4952,0,,,,,19
4953,0,,,,,19
4954,0,,,,,19
4955,0,,,,,19
4956,0,,,,,19
4957,0,0.22704081632653061,0.41918660928295803,,,19
4958,0,,,,,19
4959,0,,,,,19
4960,0,,,,,19
4961,0,,,,,19
4962,0,,,,,19
4963,0,0.20153061224489796,0.40139947276659205,,,17
4964,0,,,,,19
4965,0,0.24362244897959184,0.42954148865831293,,,19
4966,0,,,,,19
4967,0,,,,,19
4968,0,,,,,19
4969,0,,,,,19
4970,0,,,,,19
4971,0,,,,,19
4972,0,,,,,19
4973,0,,,,,19
4974,0,,,,,19
4975,0,,,,,19
4976,0,,,,,19
4977,0,,,,,19
4978,0,,,,,17
4979,0,,,,,19
4980,0,,,,,19
4981,0,,,,,19
4982,0,,,,,19
4983,0,0.22321428571428573,0.4166666666666659,,,19
4984,0,,,,,19
4985,0,,,,,19
4986,0,,,,,19
4987,0,0.23214285714285715,0.42246917561198777,,,17
4988,0,,,,,19
4989,0,,,,,19
4990,0,,,,,19
4991,0,,,,,18
4992,0,,,,,19
4993,0,0.25510204081632654,0.43619683395504855,,,19
4994,0,,,,,19
4995,0,,,,,19
4996,0,,,,,19
4997,0,,,,,19
4998,0,,,,,19
4999,0,,,,,19
5000,0,,,,,17
5001,0,,,,,19
5002,0,,,,,19
5003,0,,,,,19
5004,0,,,,,19
5005,0,,,,,19
5006,0,,,,,19
5007,0,,,,,19
5008,0,,,,,19
5009,0,,,,,19
5010,0,,,,,19
5011,0,,,,,19
5012,0,,,,,19
5013,0,,,,,19
5014,0,0.21045918367346939,0.4078950023503248,,,19
5015,0,,,,,19
5016,0,,,,,15
5017,0,,,,,19
5018,0,0.24362244897959184,0.42954148865831293,,,17
5019,0,,,,,19
5020,0,,,,,19
5021,0,,,,,19
5022,0,,,,,17
5023,0,,,,,19
5024,0,,,,,19
5025,0,,,,,19
5026,0,,,,,19
5027,0,0.34566326530612246,0.475887629478028,,,17
5028,0,,,,,19
5029,0,,,,,19
5030,0,,,,,18
5031,0,,,,,19
5032,0,,,,,19
5033,0,,,,,19
5034,0,,,,,19
5035,0,,,,,19
5036,0,,,,,19
5037,0,0.24489795918367346,0.4303011981388306,,,19
5038,0,,,,,19
5039,0,,,,,19
5040,0,,,,,19
5041,0,,,,,19
5042,0,,,,,14
5043,0,,,,,19
5044,0,,,,,19
5045,0,,,,,19
5046,0,,,,,19
5047,0,,,,,19
5048,0,,,,,18
5049,0,,,,,19
5050,0,,,,,19
5051,0,,,,,19
5052,0,,,,,19
5053,0,,,,,19
5054,0,0.29209183673469385,0.45501458776631076,,,19
5055,0,,,,,16
5056,0,,,,,19
5057,0,,,,,19
5058,0,,,,,17
5059,0,,,,,19
5060,0,,,,,18
5061,0,,,,,19
5062,0,0.23341836734693877,0.42327621839272445,,,19
5063,0,,,,,19
5064,0,,,,,19
5065,0,,,,,19
5066,0,,,,,19
5067,0,,,,,19
5068,0,,,,,19
5069,0,,,,,18
5070,0,,,,,19
5071,0,,,,,18
5072,0,,,,,19
5073,0,0.19005102040816327,0.39259167358731906,,,19
5074,0,,,,,17
5075,0,,,,,19
5076,0,,,,,17
5077,0,0.21683673469387754,0.41235354627921195,,,19
5078,0,,,,,18
5079,0,,,,,19
5080,0,,,,,19
5081,0,,,,,19
5082,0,,,,,19
5083,0,,,,,19
5084,0,,,,,19
5085,0,,,,,19
5086,0,,,,,19
5087,0,,,,,19
5088,0,,,,,19
5089,0,,,,,19
5090,0,,,,,19
5091,0,0.24489795918367346,0.4303011981388305,,,19
5092,0,,,,,19
5093,0,,,,,19
5094,0,,,,,19
5095,0,,,,,16
5096,0,,,,,19
5097,0,,,,,19
5098,0,,,,,19
5099,0,,,,,19
5100,0,,,,,19
5101,0,,,,,19
5102,0,0.34183673469387754,0.4746279784026178,,,19
5103,0,,,,,19
5104,0,,,,,16
5105,0,,,,,19
5106,0,,,,,19
5107,0,,,,,19
5108,0,,,,,19
5109,0,,,,,14
5110,0,,,,,19
5111,0,,,,,15
5112,0,,,,,19
5113,0,,,,,19
5114,0,,,,,18
5115,0,,,,,19
5116,0,,,,,19
5117,0,,,,,19
5118,0,,,,,19
5119,0,,,,,19
5120,0,,,,,19
5121,0,,,,,19
5122,0,,,,,19
5123,0,,,,,19
5124,0,,,,,15
5125,0,,,,,19
5126,0,,,,,19
5127,0,,,,,17
5128,0,,,,,19
5129,0,,,,,16
5130,0,,,,,19
5131,0,,,,,19
5132,0,0.1951530612244898,0.3965714841735149,,,19
5133,0,,,,,19
5134,0,,,,,15
5135,0,,,,,19
5136,0,,,,,17
5137,0,,,,,15
5138,0,,,,,19
5139,0,0.22576530612244897,0.4183522088463839,,,19
5140,0,,,,,19
5141,0,,,,,19
5142,0,,,,,19
5143,0,,,,,19
5144,0,,,,,15
5145,0,,,,,19
5146,0,,,,,19
5147,0,,,,,19
5148,0,,,,,19
5149,0,,,,,19
5150,0,,,,,19
5151,0,,,,,19
5152,0,,,,,19
5153,0,0.2895408163265306,0.453838791197664,,,17
5154,0,0.25255102040816324,0.4347529031453825,,,19
5155,0,,,,,19
5156,0,,,,,19
5157,0,,,,,18
5158,0,,,,,19
5159,0,,,,,19
5160,0,,,,,19
5161,0,,,,,19
5162,0,0.21556122448979592,0.4114736204279425,,,19
5163,0,,,,,19
5164,0,,,,,19
5165,0,,,,,19
5166,0,,,,,19
5167,0,,,,,19
5168,0,,,,,15
5169,0,,,,,19
5170,0,,,,,17
5171,0,,,,,19
5172,0,,,,,19
5173,0,,,,,19
5174,0,,,,,18
5175,0,,,,,19
5176,0,,,,,19
5177,0,,,,,19
5178,0,,,,,19
5179,0,0.27933673469387754,0.4489597101420463,,,19
5180,0,,,,,19
5181,0,,,,,19
5182,0,,,,,19
5183,0,,,,,19
5184,0,,,,,19
5185,0,,,,,18
5186,0,,,,,18
5187,0,,,,,15
5188,0,,,,,19
5189,0,,,,,19
5190,0,,,,,19
5191,0,,,,,19
5192,0,,,,,15
5193,0,,,,,17
5194,0,,,,,19
5195,0,,,,,19
5196,0,0.27168367346938777,0.44511163171546697,,,17
5197,0,,,,,18
5198,0,,,,,19
5199,0,,,,,19
5200,0,,,,,19
5201,0,,,,,19
5202,0,,,,,19
5203,0,,,,,19
5204,0,,,,,17
5205,0,,,,,14
5206,0,,,,,19
5207,0,0.16964285714285715,0.3755583327562876,,,19
5208,0,,,,,19
5209,0,,,,,19
5210,0,,,,,19
5211,0,,,,,19
5212,0,,,,,19
5213,0,,,,,19
5214,0,,,,,19
5215,0,,,,,15
5216,0,,,,,19
5217,0,,,,,19
5218,0,,,,,19
5219,0,,,,,19
5220,0,,,,,19
5221,0,,,,,19
5222,0,,,,,19
5223,0,,,,,19
5224,0,,,,,18
5225,0,,,,,19
5226,0,,,,,19
5227,0,,,,,19
5228,0,,,,,19
5229,0,,,,,19
5230,0,,,,,19
5231,0,,,,,19
5232,0,,,,,19
5233,0,,,,,19
5234,0,,,,,19
5235,0,,,,,17
5236,0,,,,,15
5237,0,,,,,19
5238,0,,,,,19
5239,0,,,,,19
5240,0,,,,,17
5241,0,,,,,19
5242,0,,,,,19
5243,0,,,,,19
5244,0,,,,,19
5245,0,,,,,19
5246,0,,,,,19
5247,0,,,,,19
5248,0,,,,,19
5249,0,,,,,19
5250,0,,,,,19
5251,0,,,,,19
5252,0,,,,,15
5253,0,,,,,19
5254,0,,,,,19
5255,0,,,,,19
5256,0,,,,,19
5257,0,,,,,15
5258,0,,,,,18
5259,0,,,,,19
5260,0,,,,,19
5261,0,,,,,19
5262,0,,,,,19
5263,0,,,,,19
5264,0,,,,,19
5265,0,,,,,19
5266,0,,,,,19
5267,0,,,,,19
5268,0,,,,,19
5269,0,,,,,19
5270,0,,,,,19
5271,0,,,,,19
5272,0,,,,,19
5273,0,,,,,19
5274,0,,,,,19
5275,0,,,,,19
5276,0,,,,,19
5277,0,,,,,19
5278,0,,,,,19
5279,0,,,,,19
5280,0,,,,,19
5281,0,,,,,16
5282,0,,,,,19
5283,0,,,,,19
5284,0,,,,,19
5285,0,,,,,19
5286,0,,,,,19
5287,0,,,,,19
5288,0,,,,,19
5289,0,,,,,17
5290,0,,,,,19
5291,0,0.24362244897959184,0.4295414886583131,,,19
5292,0,,,,,19
5293,0,0.2372448979591837,0.4256652054742792,,,19
5294,0,,,,,18
5295,0,,,,,19
5296,0,,,,,19
5297,0,,,,,19
5298,0,,,,,17
5299,0,0.20535714285714285,0.40422023384007294,,,19
5300,0,,,,,19
5301,0,,,,,19
5302,0,,,,,19
5303,0,,,,,19
5304,0,,,,,19
5305,0,,,,,19
5306,0,0.18877551020408162,0.3915800009924703,,,19
5307,0,,,,,19
5308,0,,,,,19
5309,0,,,,,17
5310,0,,,,,19
5311,0,,,,,17
5312,0,0.26913265306122447,0.4437921605235043,,,19
5313,0,,,,,19
5314,0,,,,,19
5315,0,,,,,19
5316,0,,,,,15
5317,0,,,,,19
5318,0,,,,,19
5319,0,,,,,19
5320,0,,,,,19
5321,0,,,,,19
5322,0,,,,,19
5323,0,,,,,19
5324,0,,,,,19
5325,0,0.20153061224489796,0.40139947276659205,,,17
5326,0,,,,,19
5327,0,,,,,19
5328,0,,,,,19
5329,0,0.22704081632653061,0.41918660928295803,,,19
5330,0,,,,,17
5331,0,,,,,19
5332,0,,,,,19
5333,0,,,,,19
5334,0,,,,,19
5335,0,,,,,19
5336,0,,,,,19
5337,0,0.274234693877551,0.44641260690302115,,,19
5338,0,,,,,19
5339,0,,,,,18
5340,0,,,,,16
5341,0,,,,,19
5342,0,,,,,19
5343,0,,,,,19
5344,0,,,,,19
5345,0,,,,,19
5346,0,,,,,18
5347,0,,,,,19
5348,0,,,,,19
5349,0,,,,,19
5350,0,,,,,19
5351,0,0.14285714285714285,0.3501504876259259,,,19
5352,0,,,,,19
5353,0,,,,,19
5354,0,0.2308673469387755,0.42165672485982997,,,19
5355,0,,,,,17
5356,0,,,,,19
5357,0,0.26785714285714285,0.44312543738393395,,,19
5358,0,,,,,19
5359,0,,,,,19
5360,0,,,,,19
5361,0,,,,,19
5362,0,,,,,19
5363,0,0.24872448979591838,0.4325497254574966,,,19
5364,0,,,,,19
5365,0,,,,,19
5366,0,,,,,19
5367,0,,,,,19
5368,0,,,,,19
5369,0,,,,,19
5370,0,,,,,19
5371,0,,,,,19
5372,0,,,,,17
5373,0,,,,,16
5374,0,,,,,19
5375,0,,,,,19
5376,0,,,,,19
5377,0,,,,,19
5378,0,,,,,19
5379,0,,,,,19
5380,0,,,,,19
5381,0,,,,,16
5382,0,,,,,19
5383,0,,,,,19
5384,0,,,,,19
5385,0,,,,,19
5386,0,,,,,19
5387,0,,,,,17
5388,0,,,,,19
5389,0,,,,,17
5390,0,,,,,19
5391,0,,,,,19
5392,0,,,,,17
5393,0,,,,,19
5394,0,,,,,19
5395,0,0.22448979591836735,0.4175122392014081,,,17
5396,0,,,,,19
5397,0,0.2423469387755102,0.42877663395957005,,,17
5398,0,,,,,19
5399,0,0.2385204081632653,0.4264509207790466,,,19
5400,0,,,,,19
5401,0,,,,,19
5402,0,,,,,19
5403,0,,,,,19
5404,0,,,,,19
5405,0,,,,,19
5406,0,,,,,19
5407,0,,,,,19
5408,0,0.23596938775510204,0.4248742031018577,,,18
5409,0,,,,,17
5410,0,,,,,19
5411,0,,,,,19
5412,0,,,,,17
5413,0,,,,,19
5414,0,,,,,19
5415,0,,,,,19
5416,0,,,,,17
5417,0,,,,,19
5418,0,,,,,19
5419,0,,,,,19
5420,0,,,,,19
5421,0,,,,,18
5422,0,0.2614795918367347,0.43972109422548283,,,19
5423,0,,,,,19
5424,0,,,,,19
5425,0,,,,,19
5426,0,,,,,17
5427,0,,,,,19
5428,0,,,,,17
5429,0,,,,,19
5430,0,,,,,19
5431,0,0.23979591836734693,0.42723137818628104,,,17
5432,0,,,,,19
5433,0,,,,,19
5434,0,,,,,19
5435,0,,,,,19
5436,0,,,,,19
5437,0,,,,,19
5438,0,,,,,19
5439,0,,,,,19
5440,0,,,,,19
5441,0,,,,,19
5442,0,,,,,18
5443,0,,,,,19
5444,0,,,,,19
5445,0,,,,,19
5446,0,,,,,19
5447,0,,,,,19
5448,0,,,,,19
5449,0,,,,,19
5450,0,,,,,19
5451,0,,,,,19
5452,0,,,,,19
5453,0,,,,,19
5454,0,,,,,19
5455,0,,,,,19
5456,0,,,,,17
5457,0,,,,,19
5458,0,,,,,19
5459,0,0.21556122448979592,0.4114736204279425,,,19
5460,0,0.2895408163265306,0.4538387911976641,,,19
5461,0,,,,,19
5462,0,,,,,19
5463,0,,,,,19
5464,0,,,,,15
5465,0,,,,,19
5466,0,,,,,19
5467,0,,,,,19
5468,0,,,,,19
5469,0,,,,,19
5470,0,,,,,19
5471,0,,,,,19
5472,0,,,,,19
5473,0,,,,,19
5474,0,,,,,19
5475,0,,,,,19
5476,0,,,,,19
5477,0,,,,,17
5478,0,,,,,19
5479,0,,,,,19
5480,0,0.2372448979591837,0.42566520547427916,,,19
5481,0,,,,,19
5482,0,0.3125,0.4638082959335204,,,19
5483,0,,,,,19
5484,0,,,,,17
5485,0,0.2512755102040816,0.43402350650803095,,,19
5486,0,,,,,19
5487,0,,,,,18
5488,0,0.21428571428571427,0.4105878413676261,,,19
5489,0,,,,,19
5490,0,,,,,19
5491,0,,,,,19
5492,0,,,,,19
5493,0,,,,,19
5494,0,,,,,19
5495,0,,,,,19
5496,0,,,,,19
5497,0,,,,,19
5498,0,,,,,19
5499,0,,,,,19
5500,0,,,,,19
5501,0,,,,,19
5502,0,,,,,17
5503,0,,,,,19
5504,0,,,,,19
5505,0,,,,,19
5506,0,,,,,19
5507,0,0.2767857142857143,0.4476952473309914,,,19
5508,0,,,,,19
5509,0,,,,,19
5510,0,0.20535714285714285,0.40422023384007283,,,19
5511,0,,,,,19
5512,0,,,,,19
5513,0,,,,,19
5514,0,,,,,19
5515,0,,,,,19
5516,0,,,,,19
5517,0,,,,,19
5518,0,,,,,19
5519,0,,,,,19
5520,0,,,,,19
5521,0,,,,,19
5522,0,,,,,19
5523,0,,,,,17
5524,0,,,,,19
5525,0,,,,,19
5526,0,,,,,19
5527,0,0.2627551020408163,0.44041146582848634,,,19
5528,0,,,,,19
5529,0,,,,,19
5530,0,,,,,19
5531,0,,,,,19
5532,0,,,,,19
5533,0,0.2614795918367347,0.4397210942254829,,,19
5534,0,,,,,19
5535,0,,,,,19
5536,0,,,,,19
5537,0,,,,,19
5538,0,,,,,19
5539,0,,,,,19
5540,0,,,,,19
5541,0,,,,,19
5542,0,,,,,19
5543,0,,,,,19
5544,0,,,,,17
5545,0,,,,,19
5546,0,,,,,19
5547,0,,,,,19
5548,0,,,,,19
5549,0,,,,,18
5550,0,,,,,19
5551,0,,,,,19
5552,0,,,,,19
5553,0,,,,,19
5554,0,,,,,19
5555,0,,,,,19
5556,0,,,,,19
5557,0,,,,,19
5558,0,,,,,19
5559,0,,,,,19
5560,0,0.24107142857142858,0.4280066064588397,,,19
5561,0,,,,,17
5562,0,,,,,19
5563,0,,,,,19
5564,0,,,,,19
5565,0,,,,,19
5566,0,,,,,19
5567,0,,,,,14
5568,0,,,,,19
5569,0,,,,,19
5570,0,,,,,19
5571,0,,,,,19
5572,0,,,,,19
5573,0,,,,,19
5574,0,,,,,19
5575,0,,,,,19
5576,0,,,,,19
5577,0,0.2997448979591837,0.4584386141424997,,,19
5578,0,,,,,19
5579,0,0.21173469387755103,0.4087985711766548,,,19
5580,0,,,,,18
5581,0,,,,,19
5582,0,,,,,19
5583,0,,,,,19
5584,0,,,,,19
5585,0,,,,,18
5586,0,,,,,19
5587,0,,,,,19
5588,0,,,,,19
5589,0,,,,,18
5590,0,,,,,19
5591,0,0.25,0.433289122413121,,,19
5592,0,,,,,15
5593,0,,,,,19
5594,0,0.33290816326530615,0.47155481715091235,,,17
5595,0,0.25892857142857145,0.43832593994610036,,,19
5596,0,,,,,19
5597,0,,,,,19
5598,0,,,,,13
5599,0,,,,,19
5600,0,,,,,19
5601,0,,,,,19
5602,0,,,,,15
5603,0,,,,,19
5604,0,,,,,19
5605,0,0.27168367346938777,0.4451116317154677,,,19
5606,0,,,,,19
5607,0,,,,,18
5608,0,,,,,19
5609,0,,,,,19
5610,0,,,,,19
5611,0,,,,,19
5612,0,,,,,19
5613,0,,,,,19
5614,0,,,,,19
5615,0,,,,,19
5616,0,,,,,19
5617,0,,,,,19
5618,0,,,,,19
5619,0,,,,,19
5620,0,,,,,19
5621,0,,,,,19
5622,0,,,,,17
5623,0,,,,,19
5624,0,,,,,19
5625,0,,,,,19
5626,0,,,,,19
5627,0,,,,,19
5628,0,,,,,19
5629,0,,,,,19
5630,0,,,,,17
5631,0,,,,,19
5632,0,0.2308673469387755,0.4216567248598302,,,19
5633,0,,,,,19
5634,0,,,,,19
5635,0,,,,,14
5636,0,0.18239795918367346,0.38641868755319914,,,19
5637,0,,,,,19
5638,0,,,,,19
5639,0,,,,,19
5640,0,0.23596938775510204,0.4248742031018577,,,19
5641,0,0.3010204081632653,0.45899438037704954,,,19
5642,0,,,,,19
5643,0,0.24489795918367346,0.4303011981388306,,,19
5644,0,,,,,16
5645,0,,,,,19
5646,0,,,,,19
5647,0,,,,,16
5648,0,,,,,19
5649,0,,,,,19
5650,0,,,,,19
5651,0,,,,,19
5652,0,,,,,19
5653,0,,,,,19
5654,0,,,,,19
5655,0,,,,,19
5656,0,,,,,19
5657,0,,,,,19
5658,0,,,,,19
5659,0,,,,,19
5660,0,,,,,19
5661,0,,,,,18
5662,0,,,,,19
5663,0,0.2729591836734694,0.4457644211343789,,,19
5664,0,,,,,19
5665,0,,,,,19
5666,0,,,,,19
5667,0,,,,,19
5668,0,,,,,19
5669,0,,,,,17
5670,0,,,,,15
5671,0,,,,,16
5672,0,,,,,19
5673,0,,,,,19
5674,0,,,,,19
5675,0,,,,,19
5676,0,,,,,19
5677,0,,,,,19
5678,0,,,,,19
5679,0,,,,,19
5680,0,,,,,19
5681,0,0.25255102040816324,0.4347529031453825,,,19
5682,0,,,,,13
5683,0,0.2066326530612245,0.4051480819801069,,,19
5684,0,,,,,19
5685,0,,,,,19
5686,0,,,,,19
5687,0,,,,,19
5688,0,0.25637755102040816,0.4369114172457196,,,19
5689,0,,,,,19
5690,0,,,,,18
5691,0,,,,,17
5692,0,,,,,19
5693,0,,,,,16
5694,0,,,,,19
5695,0,,,,,19
5696,0,,,,,19
5697,0,,,,,17
5698,0,,,,,19
5699,0,,,,,19
5700,0,,,,,19
5701,0,,,,,18
5702,0,,,,,18
5703,0,,,,,19
5704,0,0.23596938775510204,0.4248742031018577,,,19
5705,0,0.21045918367346939,0.4078950023503247,,,19
5706,0,,,,,19
5707,0,,,,,19
5708,0,,,,,19
5709,0,,,,,19
5710,0,,,,,19
5711,0,,,,,19
5712,0,,,,,19
5713,0,,,,,19
5714,0,,,,,19
5715,0,,,,,19
5716,0,,,,,19
5717,0,,,,,19
5718,0,,,,,17
5719,0,,,,,19
5720,0,,,,,19
5721,0,0.23214285714285715,0.42246917561198793,,,19
5722,0,,,,,19
5723,0,,,,,19
5724,0,,,,,19
5725,0,,,,,19
5726,0,,,,,19
5727,0,0.24107142857142858,0.4280066064588399,,,19
5728,0,,,,,19
5729,0,,,,,17
5730,0,,,,,19
5731,0,,,,,13
5732,0,0.29591836734693877,0.4567458593631152,,,19
5733,0,,,,,19
5734,0,,,,,17
5735,0,,,,,19
5736,0,,,,,19
5737,0,,,,,19
5738,0,0.23979591836734693,0.42723137818628104,,,19
5739,0,,,,,19
5740,0,,,,,19
5741,0,,,,,19
5742,0,,,,,19
5743,0,,,,,17
5744,0,,,,,19
5745,0,,,,,19
5746,0,,,,,19
5747,0,,,,,19
5748,0,,,,,19
5749,0,,,,,19
5750,0,0.24107142857142858,0.4280066064588399,,,15
5751,0,,,,,17
5752,0,,,,,19
5753,0,0.18239795918367346,0.38641868755319914,,,19
5754,0,,,,,17
5755,0,0.15816326530612246,0.36512695722727473,,,19
5756,0,0.2997448979591837,0.4584386141424999,,,19
5757,0,,,,,19
5758,0,,,,,19
5759,0,,,,,17
5760,0,0.2869897959183674,0.4526455452985616,,,19
5761,0,,,,,19
5762,0,,,,,19
5763,0,,,,,19
5764,0,0.1913265306122449,0.39359660714333106,,,19
5765,0,,,,,19
5766,0,,,,,19
5767,0,,,,,19
5768,0,,,,,19
5769,0,,,,,19
5770,0,,,,,19
5771,0,,,,,19
5772,0,,,,,19
5773,0,,,,,19
5774,0,,,,,19
5775,0,,,,,19
5776,0,,,,,19
5777,0,,,,,19
5778,0,,,,,19
5779,0,,,,,15
5780,0,,,,,19
5781,0,,,,,19
5782,0,,,,,19
5783,0,,,,,19
5784,0,,,,,19
5785,0,,,,,19
5786,0,,,,,19
5787,0,,,,,19
5788,0,0.30357142857142855,0.4600932772327717,,,19
5789,0,,,,,19
5790,0,,,,,19
5791,0,0.2372448979591837,0.4256652054742803,,,19
5792,0,,,,,19
5793,0,,,,,19
5794,0,,,,,19
5795,0,,,,,19
5796,0,,,,,19
5797,0,,,,,19
5798,0,,,,,19
5799,0,,,,,19
5800,0,,,,,19
5801,0,,,,,19
5802,0,,,,,19
5803,0,,,,,19
5804,0,,,,,19
5805,0,0.22321428571428573,0.41666666666666535,,,17
5806,0,,,,,19
5807,0,,,,,19
5808,0,,,,,19
5809,0,,,,,19
5810,0,,,,,19
5811,0,,,,,19
5812,0,,,,,19
5813,0,0.23469387755102042,0.42407788407700664,,,19
5814,0,,,,,19
5815,0,0.19260204081632654,0.39459485314839615,,,19
5816,0,,,,,19
5817,0,,,,,19
5818,0,,,,,19
5819,0,0.2971938775510204,0.457314369280821,,,19
5820,0,,,,,15
5821,0,,,,,19
5822,0,,,,,19
5823,0,,,,,16
5824,0,,,,,19
5825,0,,,,,19
5826,0,,,,,19
5827,0,,,,,19
5828,0,,,,,19
5829,0,,,,,19
5830,0,,,,,19
5831,0,,,,,19
5832,0,,,,,19
5833,0,,,,,19
5834,0,,,,,15
5835,0,,,,,19
5836,0,,,,,19
5837,0,,,,,19
5838,0,,,,,19
5839,0,,,,,19
5840,0,,,,,19
5841,0,,,,,19
5842,0,,,,,17
5843,0,,,,,19
5844,0,,,,,17
5845,0,,,,,19
5846,0,,,,,19
5847,0,,,,,19
5848,0,,,,,19
5849,0,,,,,19
5850,0,0.23341836734693877,0.42327621839272483,,,19
5851,0,0.2767857142857143,0.4476952473309915,,,17
5852,0,,,,,15
5853,0,,,,,19
5854,0,0.2372448979591837,0.42566520547427933,,,19
5855,0,,,,,19
5856,0,,,,,19
5857,0,,,,,19
5858,0,,,,,17
5859,0,,,,,19
5860,0,,,,,19
5861,0,,,,,19
5862,0,,,,,19
5863,0,,,,,15
5864,0,,,,,19
5865,0,0.26403061224489793,0.4410970638661643,,,19
5866,0,,,,,19
5867,0,,,,,19
5868,0,,,,,19
